[2025-06-26 09:04:28,109] 22 root - INFO - Initiate the data ingestion
[2025-06-26 09:04:30,940] 59 root - INFO - Performed train-test split on DataFrame
[2025-06-26 09:04:30,972] 67 root - INFO - Exported train and test data to their respective paths
[2025-06-26 09:04:30,972] 24 root - INFO - Data ingestion completed
[2025-06-26 09:04:30,996] 30 root - INFO - Initiate the data validation
[2025-06-26 09:04:31,006] 31 root - INFO - required number of column: 2
[2025-06-26 09:04:31,006] 32 root - INFO - data frame has column: 31
[2025-06-26 09:04:31,006] 31 root - INFO - required number of column: 2
[2025-06-26 09:04:31,006] 32 root - INFO - data frame has column: 31
[2025-06-26 09:04:31,006] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 09:04:31,006] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 09:04:31,091] 32 root - INFO - Data validation completed
[2025-06-26 09:04:31,091] 35 root - INFO - Data transformation started
[2025-06-26 09:04:31,091] 46 root - INFO - entered initiate_data_transformation method
[2025-06-26 09:04:31,091] 48 root - INFO - started data transformation
[2025-06-26 09:04:31,101] 34 root - INFO - enterd get_data_transformer_object method
[2025-06-26 09:04:31,101] 37 root - INFO - intialise Knnimputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-06-26 09:04:31,106] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_09_04_27/data_transformation/transformed/train.npy
[2025-06-26 09:04:31,107] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_09_04_27/data_transformation/transformed/test.npy
[2025-06-26 09:04:31,107] 56 root - INFO - entered save_object
[2025-06-26 09:04:31,108] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_09_04_27/data_transformation/transformed_object/preprocessor.pkl
[2025-06-26 09:04:31,109] 39 root - INFO - Data transformation completed
[2025-06-26 09:04:31,109] 40 root - INFO - Model Training started
[2025-06-26 09:04:31,110] 65 root - INFO - Evaluating models with parameters...
[2025-06-26 09:06:14,678] 78 root - INFO - Best model selected: Random Forest with score 0.8789096340552651
[2025-06-26 09:06:14,882] 137 root - INFO - Tracking MLflow metrics: {'train': ClassificationMetricArtifact(f1_score=0.9918831168831169, precision_score=0.9904761904761905, recall_score=0.9932940459256249), 'test': ClassificationMetricArtifact(f1_score=0.9733656174334141, precision_score=0.9710144927536232, recall_score=0.9757281553398058)}
[2025-06-26 09:06:14,885] 56 root - INFO - entered save_object
[2025-06-26 09:06:14,960] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_09_04_27/model_trainer/trained_model/model.pkl
[2025-06-26 09:06:14,960] 56 root - INFO - entered save_object
[2025-06-26 09:06:15,027] 60 root - INFO - Object saved successfully to: final_model/model_20250626_090614.pkl
[2025-06-26 09:06:15,027] 111 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifact/06_26_2025_09_04_27/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9918831168831169, precision_score=0.9904761904761905, recall_score=0.9932940459256249), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9733656174334141, precision_score=0.9710144927536232, recall_score=0.9757281553398058))
[2025-06-26 09:06:15,029] 44 root - INFO - Model training artifact created
