[2025-06-05 23:14:49,633] 22 root - INFO - Initiate the data ingestion
[2025-06-05 23:14:52,766] 59 root - INFO - Performed train-test split on DataFrame
[2025-06-05 23:14:52,797] 67 root - INFO - Exported train and test data to their respective paths
[2025-06-05 23:14:52,797] 24 root - INFO - Data ingestion completed
[2025-06-05 23:14:52,801] 30 root - INFO - Initiate the data validation
[2025-06-05 23:14:52,812] 31 root - INFO - required number of column: 2
[2025-06-05 23:14:52,812] 32 root - INFO - data frame has column: 31
[2025-06-05 23:14:52,812] 31 root - INFO - required number of column: 2
[2025-06-05 23:14:52,812] 32 root - INFO - data frame has column: 31
[2025-06-05 23:14:52,812] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-05 23:14:52,812] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-05 23:14:52,898] 32 root - INFO - Data validation completed
[2025-06-05 23:14:52,898] 35 root - INFO - Data transformation started
[2025-06-05 23:14:52,898] 46 root - INFO - entered initiate_data_transformation method
[2025-06-05 23:14:52,898] 48 root - INFO - started data transformation
[2025-06-05 23:14:52,908] 34 root - INFO - enterd get_data_transformer_object method
[2025-06-05 23:14:52,908] 37 root - INFO - intialise Knnimputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-06-05 23:14:52,913] 50 root - INFO - NumPy array saved successfully to: Artifact/06_05_2025_23_14_48/data_transformation/transformed/train.npy
[2025-06-05 23:14:52,914] 50 root - INFO - NumPy array saved successfully to: Artifact/06_05_2025_23_14_48/data_transformation/transformed/test.npy
[2025-06-05 23:14:52,914] 56 root - INFO - entered save_object
[2025-06-05 23:14:52,915] 60 root - INFO - Object saved successfully to: Artifact/06_05_2025_23_14_48/data_transformation/transformed_object/preprocessor.pkl
[2025-06-05 23:14:52,915] 39 root - INFO - Data transformation completed
[2025-06-05 23:14:52,915] 40 root - INFO - Model Training started
[2025-06-05 23:16:36,323] 56 root - INFO - entered save_object
[2025-06-05 23:16:36,340] 60 root - INFO - Object saved successfully to: Artifact/06_05_2025_23_14_48/model_trainer/trained_model/model.pkl
[2025-06-05 23:16:36,340] 103 root - INFO - Model Trainer Artifact: ModelTrainerArtifact(trained_model_file_path='Artifact/06_05_2025_23_14_48/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9908349279887199, precision_score=0.9885450160771704, recall_score=0.9931354734504341), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9786184210526315, precision_score=0.9690553745928339, recall_score=0.9883720930232558))
[2025-06-05 23:16:36,341] 44 root - INFO - Model training artifact created
