[2025-06-26 10:09:12,874] 22 root - INFO - Initiate the data ingestion
[2025-06-26 10:09:14,814] 59 root - INFO - Performed train-test split on DataFrame
[2025-06-26 10:09:14,845] 67 root - INFO - Exported train and test data to their respective paths
[2025-06-26 10:09:14,845] 24 root - INFO - Data ingestion completed
[2025-06-26 10:09:14,849] 30 root - INFO - Initiate the data validation
[2025-06-26 10:09:14,859] 31 root - INFO - required number of column: 2
[2025-06-26 10:09:14,859] 32 root - INFO - data frame has column: 31
[2025-06-26 10:09:14,859] 31 root - INFO - required number of column: 2
[2025-06-26 10:09:14,859] 32 root - INFO - data frame has column: 31
[2025-06-26 10:09:14,859] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 10:09:14,859] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 10:09:14,944] 32 root - INFO - Data validation completed
[2025-06-26 10:09:14,944] 35 root - INFO - Data transformation started
[2025-06-26 10:09:14,944] 46 root - INFO - entered initiate_data_transformation method
[2025-06-26 10:09:14,944] 48 root - INFO - started data transformation
[2025-06-26 10:09:14,958] 34 root - INFO - enterd get_data_transformer_object method
[2025-06-26 10:09:14,958] 37 root - INFO - intialise Knnimputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-06-26 10:09:14,963] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_10_09_11/data_transformation/transformed/train.npy
[2025-06-26 10:09:14,963] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_10_09_11/data_transformation/transformed/test.npy
[2025-06-26 10:09:14,963] 56 root - INFO - entered save_object
[2025-06-26 10:09:14,964] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_10_09_11/data_transformation/transformed_object/preprocessor.pkl
[2025-06-26 10:09:14,964] 39 root - INFO - Data transformation completed
[2025-06-26 10:09:14,964] 40 root - INFO - Model Training started
[2025-06-26 10:09:14,965] 75 root - INFO - Evaluating models with parameters...
[2025-06-26 10:10:25,423] 88 root - INFO - Best model selected: Random Forest with score 0.8903362657456655
[2025-06-26 10:10:30,937] 56 root - INFO - entered save_object
[2025-06-26 10:10:31,006] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_10_09_11/model_trainer/trained_model/model.pkl
[2025-06-26 10:10:31,006] 56 root - INFO - entered save_object
[2025-06-26 10:10:31,070] 60 root - INFO - Object saved successfully to: final_model/model_20250626_101031.pkl
[2025-06-26 10:10:31,070] 120 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifact/06_26_2025_10_09_11/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909182643794148, precision_score=0.9879275653923542, recall_score=0.9939271255060729), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.975609756097561, precision_score=0.9654062751407884, recall_score=0.9860312243221035))
[2025-06-26 10:10:31,074] 44 root - INFO - Model training artifact created
