[2025-06-26 10:00:37,516] 22 root - INFO - Initiate the data ingestion
[2025-06-26 10:00:39,540] 59 root - INFO - Performed train-test split on DataFrame
[2025-06-26 10:00:39,573] 67 root - INFO - Exported train and test data to their respective paths
[2025-06-26 10:00:39,573] 24 root - INFO - Data ingestion completed
[2025-06-26 10:00:39,577] 30 root - INFO - Initiate the data validation
[2025-06-26 10:00:39,587] 31 root - INFO - required number of column: 2
[2025-06-26 10:00:39,587] 32 root - INFO - data frame has column: 31
[2025-06-26 10:00:39,587] 31 root - INFO - required number of column: 2
[2025-06-26 10:00:39,587] 32 root - INFO - data frame has column: 31
[2025-06-26 10:00:39,587] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 10:00:39,587] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 10:00:39,679] 32 root - INFO - Data validation completed
[2025-06-26 10:00:39,679] 35 root - INFO - Data transformation started
[2025-06-26 10:00:39,679] 46 root - INFO - entered initiate_data_transformation method
[2025-06-26 10:00:39,679] 48 root - INFO - started data transformation
[2025-06-26 10:00:39,690] 34 root - INFO - enterd get_data_transformer_object method
[2025-06-26 10:00:39,690] 37 root - INFO - intialise Knnimputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-06-26 10:00:39,694] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_10_00_35/data_transformation/transformed/train.npy
[2025-06-26 10:00:39,695] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_10_00_35/data_transformation/transformed/test.npy
[2025-06-26 10:00:39,695] 56 root - INFO - entered save_object
[2025-06-26 10:00:39,696] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_10_00_35/data_transformation/transformed_object/preprocessor.pkl
[2025-06-26 10:00:39,696] 39 root - INFO - Data transformation completed
[2025-06-26 10:00:39,696] 40 root - INFO - Model Training started
[2025-06-26 10:00:39,697] 75 root - INFO - Evaluating models with parameters...
[2025-06-26 10:02:22,164] 88 root - INFO - Best model selected: Random Forest with score 0.8940871564633941
[2025-06-26 10:02:27,182] 56 root - INFO - entered save_object
[2025-06-26 10:02:27,204] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_10_00_35/model_trainer/trained_model/model.pkl
[2025-06-26 10:02:27,205] 56 root - INFO - entered save_object
[2025-06-26 10:02:27,224] 60 root - INFO - Object saved successfully to: final_model/model_20250626_100227.pkl
[2025-06-26 10:02:27,224] 120 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifact/06_26_2025_10_00_35/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9918239628545473, precision_score=0.9901249496170899, recall_score=0.9935288169868554), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9760132340777502, precision_score=0.978441127694859, recall_score=0.9735973597359736))
[2025-06-26 10:02:27,226] 44 root - INFO - Model training artifact created
