[2025-06-26 09:56:48,665] 22 root - INFO - Initiate the data ingestion
[2025-06-26 09:56:50,866] 59 root - INFO - Performed train-test split on DataFrame
[2025-06-26 09:56:50,902] 67 root - INFO - Exported train and test data to their respective paths
[2025-06-26 09:56:50,902] 24 root - INFO - Data ingestion completed
[2025-06-26 09:56:50,905] 30 root - INFO - Initiate the data validation
[2025-06-26 09:56:50,916] 31 root - INFO - required number of column: 2
[2025-06-26 09:56:50,916] 32 root - INFO - data frame has column: 31
[2025-06-26 09:56:50,916] 31 root - INFO - required number of column: 2
[2025-06-26 09:56:50,916] 32 root - INFO - data frame has column: 31
[2025-06-26 09:56:50,917] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 09:56:50,917] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-06-26 09:56:51,007] 32 root - INFO - Data validation completed
[2025-06-26 09:56:51,007] 35 root - INFO - Data transformation started
[2025-06-26 09:56:51,007] 46 root - INFO - entered initiate_data_transformation method
[2025-06-26 09:56:51,007] 48 root - INFO - started data transformation
[2025-06-26 09:56:51,017] 34 root - INFO - enterd get_data_transformer_object method
[2025-06-26 09:56:51,017] 37 root - INFO - intialise Knnimputer with{'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2025-06-26 09:56:51,022] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_09_56_44/data_transformation/transformed/train.npy
[2025-06-26 09:56:51,022] 50 root - INFO - NumPy array saved successfully to: Artifact/06_26_2025_09_56_44/data_transformation/transformed/test.npy
[2025-06-26 09:56:51,022] 56 root - INFO - entered save_object
[2025-06-26 09:56:51,024] 60 root - INFO - Object saved successfully to: Artifact/06_26_2025_09_56_44/data_transformation/transformed_object/preprocessor.pkl
[2025-06-26 09:56:51,024] 39 root - INFO - Data transformation completed
[2025-06-26 09:56:51,024] 40 root - INFO - Model Training started
[2025-06-26 09:56:51,025] 75 root - INFO - Evaluating models with parameters...
[2025-06-26 09:58:36,463] 88 root - INFO - Best model selected: Random Forest with score 0.8769667120693665
