[2025-05-31 23:59:44,414] 16 root - INFO - Initiate the data ingestion
[2025-05-31 23:59:46,337] 59 root - INFO - Performed train-test split on DataFrame
[2025-05-31 23:59:46,369] 67 root - INFO - Exported train and test data to their respective paths
[2025-05-31 23:59:46,369] 18 root - INFO - Data ingestion completed
[2025-05-31 23:59:46,373] 24 root - INFO - Initiate the data validation
[2025-05-31 23:59:46,383] 31 root - INFO - required number of column: 2
[2025-05-31 23:59:46,383] 32 root - INFO - data frame has column: 31
[2025-05-31 23:59:46,383] 31 root - INFO - required number of column: 2
[2025-05-31 23:59:46,383] 32 root - INFO - data frame has column: 31
[2025-05-31 23:59:46,383] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-05-31 23:59:46,383] 48 root - INFO - All numerical columns exist in the dataframe.
[2025-05-31 23:59:46,467] 26 root - INFO - Data validation completed
